sentence,label
"Die Deutsche Bahn AG (DB Regio) beendet den Betrieb der S-Bahn Halle-Leipzig zum Jahreswechsel 2026, sodass das Unternehmen Länderbahn die neue Betreiberfirma wird.",0
Zum Beispiel: Schrittzähler Rezepte Sportpläne Für diese Zusatz-Funktionen müssen Sie aber meistens Geld bezahlen.,1
Kopfläuse ernähren sich von Blut.,1
Die Dauer der Wirkung hängt von verschiedenen Faktoren ab.,1
"Die Ausstellung zielt darauf ab, dass jeder Fotograf seine einzigartige Perspektive auf die Straße vermittelt.",0
Die Öle in der Pfefferminze sind: Menthon und Menthol.,1
Dann sind keine Eizellen im Eileiter vorhanden.,0
Die Person verkehrt fortan nicht mehr unter den Augen ihrer Freunde.,0
Das Brome wurde später entfernt.,0
"Hier können Sie diese Nachricht auch in schwerer Sprache lesen Weil RB Leipzig bei den bislang angewandten 3G-Bestimmungen keine Vollauslastung seiner Heimspiele möglich ist, wird der deutsche Vizemeister ab der Champions-League-Partie gegen Paris St.-Germain die 2G-Regel umsetzen.",1
Das kann ungesund sein.,1
Der öffentlich-rechtliche Rundfunk-Anbieter MDR beziehungsweise sein Radio-Sender MDR AKTUELL presenta auch auf diesem Thema in einer analytischen Ausführung: MDR AKTUELL RADIO | 07.,0
Es ist der Internationale Tag zur Beseitigung von Gewalt gegen Frauen.,1
Dort trat ein bedeutender Stromausfall auf dem Montag ein.,0
Die Linse reflektiert das Licht übermäßig.,0
Es kann in bestimmten Fällen zu Hautverätzungen kommen.,0
Dass muss für lange Zeit so sein.,1
Ausnahme: Beim Bundes-Amt für Wehr-Verwaltung müssen Sie der Weitergabe von Ihren Daten dann widersprechen: Vor dem 31.,1
Lukas Märtens vom Sport-Verein SC Magdeburg.,1
"Anna fehlt heute anwesend, da sie eine Behinderung hat und benötigt Informationen.",0
Außerdem kann ein Mediziner einen Sonographie-Versuch durchführen.,0
Die Demonstranten versammeln sich am Dom-Platz.,0
Hannes Hegen erstellte den Comic.,0
Einige Menschen dürfen Baldrian nicht nehmen.,1
Dabei machen viele queere Menschen mit.,1
Trinken Sie moderat Alkohol.,0
Beispiel: Im Erzgebirge und im Vogtland.,0
"Wenn Sie die Sterbe-Urkunde für die Rentenversicherung benötigen, erfordert dies auch den Vorliegen eines Schreibens von der Rentenversicherung.",0
Hier informieren Sie sich näher über die modellhafte Unterbringung.,0
"Ihre Haut kann unter Umständen reagieren, indem sie angeschwollen wird.",0
"Probleme mit geschlechtsgerechter Sprache werden immer mehr Menschen dazu ermutigen, die Geschlechterrollen in der Sprache zu vermischen.",0
"Der Kurs soll dabei helfen, seine Teilnehmer zu qualifizieren.",0
Das Herz ist ein Muskel.,1
"(Ich habe den Satz so übernommen, wie er ist. Es handelt sich um eine allgemeine Frage und keine spezielle Aussage.)",0
Beim Prostatalkarzinom wächst die Neubildung in der Prostata.,0
"Die Aussage ""Awesome"" dürfte, wie die anderen Pferde auch, für eine Vielzahl von Kunden von größtem Interesse sein.",0
Manche dieser Stoffe können das Risiko für Krebs erhöhen.,1
Sie ist eine Ruderin mit einer Beeinträchtigung.,0
Das Getränk muß alkoholfrei sein.,0
Gesichtsvisiere filtern aber die Luft nicht.,1
Oder mit dem Urkunden- Service auf dieser Internet-Seite.,1
Die Betroffenen müssen den Gips in der Regel zwischen vier und acht Wochen tragen.,0
Anzeichen für Leberschäden sind zum Beispiel: Ikterus.,0
"Es wird empfohlen, ein ausgewogenes Ernährungsschema zu befolgen, das reich an Jod und Selen ist. Eine regelmäßige körperliche Aktivität und eine gesunde Gewichtsregulierung können ebenso zu einer Verhinderung von Schilddrüsenüberfunktionen beitragen.",0
Dabei unterstützt ihnen die Sozialbetreuung.,0
Oder vielleicht stammt der Böller aus einem fremden Land.,0
"August 2025, 15:08 Uhr In Deutschland stellten im Jahr 2025 etwa 70.000 Personen Asylanträge .",0
Nach dem 2.,1
Hintergrund sind die Ermittlungen zu sexuellen Übergriffen an Minderjährigen.,0
"Darin steht das Gleiche, wie in der Urkunde von der Lebens-Partnerschaft.",1
Seit Januar 2020 gibt es mehr Wohn-Geld .,1
Dafür liegen viele plausible Ursachen vor.,0
• Oder dass sie genesen sind.,1
Denn immer mehr Menschen lesen Zeitung im Internet .,1
Wie können Sie ein Geschwür im Magen oder Zwölffingerdarm vermeiden?,1
Brausetabletten sind für Sie dann vielleicht nicht geeignet.,1
Beim ihn bestand ein solches Phänomen nicht.,0
Sie müssen die Anlage unterschreiben .,1
"November 2025, 15:08 Uhr Im Bundesland Sachsen herrschte in der Nacht vom Samstagnachmittag auf Sonntagmorgen eine auffallend kalte Atmosphäre.",0
Sie können mit einer Zyklus-App Ihren Körper besser kennenlernen.,1
In Goch verkauft Holger Hetzel jedes Jahr Pferde.,1
"Die Hauptursachen von Karies sind die fehlende Mundhygiene, eine unzureichende Zahnbelüftung und ein ungesunder Ernährungsstil.",0
Oder Sie senden einen Brief.,0
"Die Frau hat sich deswegen so erschrocken, dass sie in die Leitplanke gefahren ist.",1
"Das Gesetz differenziert zwischen Menschen: Es setzt sich auseinander zwischen Individuen mit einer Behinderung oder Beeinträchtigung, die einen Risikozustand von Behinderung darstellen, und solchen mit einer Schwerbehinderung.",0
"Wenn Reisende in Hotels oder Ferienwohnungen übernachten möchten, müssen sie sich an die 2G-Regel plus besondere Vorsichtsmaßnahmen halten.",0
Wie läuft der Test ab?,1
Manchmal versteht sich die Fußgliederung nicht.,0
"Die Gesundheitsämter warnen, dass blaue Algen bei einigen Menschen toxisch wirken können.",0
Eine akute Bronchitis entwickelt sich häufig im Zusammenhang mit einer Atemwegserkranlung.,0
Dort finden sich keine gefährlichen Bakterien.,0
In der Stadt ist auch eine Synagoge .,1
Ihr Arzt bietet seine medizinische Expertise an.,0
Deshalb können die Zellen im Ohr nicht richtig arbeiten.,1
Ihr Kind beginnt um das erste Lebensjahr herum.,0
(rtr) Das Robert-Koch-Institut (RKI) meldet 189.166 Positiv-Tests binnen 24 Stunden.,1
Sie können auch persönlich zu uns kommen.,1
(Translation: Who has the right to social compensation?),0
Zum Beispiel: Im Naturkunde-Museum.,1
"Und was ist, wenn ich im Ausland bin und eine Sterbe-Urkunde haben will?",1
Und in einigen Regionen waren sie ganz ausgestorben .,1
Die Schuhe sollten sich auf die Füße abstellen und diese frei lassen.,0
Eine Thrombose kann überall im Körper auftreten: in den Beinen im Herzen im Gehirn an vielen anderen Stellen im Körper Am häufigsten tritt eine Thrombose in den Beinen auf.,1
Sie durchsucht dabei 5 Wohnungen von verdächtigen Menschen.,1
Der Zoologische Garten in Görlitz setzt sich für die Förderung ein.,0
Sie müssen bei der Einarbeitung unmittelbar abrechnen.,0
Bestimmte Hunderassen erfordern die Absolvierung einer Prüfung.,0
Das Geld heißt: Pendler-Pauschale .,1
Dann benötigen Sie keine Geburtstagsbescheinigung.,0
"November 2021, 12:55 Uhr Die globale Pandemie hat sich in den meisten Regionen der Welt stark ausgebreitet.",0
Der Hautjuckreiz verstärkt sich bei Erhöhung der Temperatur.,0
"2025 12:50 Uhr 01:43 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Damit die Menschen den Zwinger weiter besuchen können, müssen immer wieder Sachen neu gemacht werden.",1
Beim Essen produzieren wir Speichel.,1
"In Sachsen bestehen nun zwei neue Beratungseinrichtungen für Frauen, die sich in den städtischen Zentren von Radebeul und Dresden befinden.",0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich In Thüringen müssen die Menschen lange auf Impf-Termine warten Hauptinhalt Stand: 17.,1
Dann arbeiten die Botenstoffe im Gehirn nicht richtig.,1
Außerdem erfordert es beträchtliche Summen.,0
Diese Menschen besitzen ein geringes Vermögen.,0
Und für eine lange Zeit wurden nicht genug neue Lehrer eingestellt.,1
"Bitte kontaktieren Sie uns per Telefon, falls Sie Anliegen oder Fragen haben.",0
Im Hotel ist Gil Ofarim möglicherweise antisemitisch belastigend kommentiert worden.,0
Die Verdächtigten wollten die Drogen an andere Menschen verkaufen.,1
Dann rufen Sie Ihren Arzt oder das Gesundheitsamt an.,1
Sie haben in ihren Nachrichten gesagt und geschrieben: Am Wochen-Ende hat der RB Leipzig ein Fußball-Spiel gegen den Fußball-Verein Borussia Mönchengladbach.,1
Die Erläuterung zum Doppelnamen beträgt 21 Euro.,0
2021 12:58 Uhr 01:08 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Sie haben zum Beispiel: • Flaschen • und Steine auf Häuser geworfen.,1
Das ist schon viele Jahre her.,1
"Sie können dann zum Beispiel diese Erkrankungen entwickeln: Leberschädigung, Karzinom, Hypertonie. Wie erkennt man eine Alkoholabhängigkeit?",0
Dazu müssen Sie einen Antrag beim Amt stellen.,1
"Der Bahnstreik ist wieder beendet; im neuen Abschnitt des MDR.DE-Service ""Barrierefreiheit"" finden Sie aktuelle Nachrichten.",0
Wenn Sie lieber persönlich zur Zulassungs-Stelle kommen möchten: Sie müssen vorher telefonisch oder online einen Termin ausmachen.,1
Viele Menschen begegnen seinem Schaffen mit Sympathie.,0
Dann erscheinen viele verschiedene Themen.,1
Dann können Sie den Verhütungsmittelring für maximal drei Stunden entnehmen.,0
Sie können ein Gefährt auf einen Minderjährigen bis zu 17 Jahren bereitstellen.,0
Welche Nebenwirkungen kann Citalopram haben?,1
Wir freuen uns über Anregungen und Korrekturvorschläge an die E-Mail-Adresse fehlerhinweis@taz.de.,0
Der Genitalbereich empfindet sich in seinem Umfeld als undurchdringlich.,0
Manche Personen haben ein höheres Risiko für Gallensteine.,1
Benutzen Sie bitte eigenständige Handtücher und verwenden Sie ein separates Sanitärraum.,0
Sehr viele Menschen haben Probleme mit vergrößerten Hämorriden.,1
Die Niere bildet Urin.,1
Wieviel beträgt der Kostenpunkt des Tests?,0
Sie hat ausgesprochen: Familien gewalttätige Handlungen sind keine Angelegenheit des Privatlebens.,0
Achtung: Bei der Inhalation wird sehr heißes Wasser eingesetzt.,0
Die anderen Organe erhalten nicht ausreichend Sauerstoff.,0
Der MDR berichtet auch auf seine Weise über dieses Thema in gehobener Form: MDR Sachsen - Das Sachsenradio | Nachrichten | 07.,0
Beim Auftreten von Schürfwunden werden eine Vielzahl von Nervenenden enthüllt.,0
Das war jedoch der Halbmarathon.,0
Wenn Sie Ihren Antrag persönlich bei der zuständigen Stelle einreichen möchten.,0
L-Thyroxin ist ein Arzneimittel.,0
Die Beratung ist offen für Menschen aller religiösen Prägungen.,0
Bei einer Kehlkopf-Entzündung entzündet sich die Schleimhaut im Kehlkopf.,1
"Die Person verfügt nicht mehr über die notwendigen Fähigkeiten, um ihre Arbeit adäquat auszuführen.",0
Der Eisprung ist nicht notwendigerweise an einem bestimmten Tag zu erzielen.,0
Dann müssen Sie lediglich eine anteilige Kostenteilung übernehmen.,0
Damit die Zerstörung dort nicht mehr so beträchtlich ist.,0
Über die Bronchien gelangt die Atemluft in die Lunge.,1
Opel ist ein Automobilhersteller mit drei Werken in Deutschland.,0
"Was tritt bei einer akuten Mittelohreitis auf? Es entwickelt sich ein schmerzhafter Ödem im Ohr, das sich zu einem knotigen Geschwür verhärtet. Die Schwellung kann die Hörstabilität beeinträchtigen und den Geschmackssinn stören. In seltenen Fällen kann es auch zur Ausbildung eines Gehörgangsinfections kommen.",0
"Die Besuchenden sind verpflichtet, entweder gegen SARS-CoV-2 geimpft oder von einer Infektion mit diesem Virus genesen zu sein.",0
Und es gibt viele andere tolle Leute in Sachsen.,1
Sie können Ihren Wunsch auch per Postsendung einreichen.,0
Sie leiden an kardiovaskulären Erkrankungen.,0
"Dafür können sie die Hilfen bekommen, die sie brauchen.",1
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Der Fußballer Clemens Fandrich bekommt jetzt doch eine andere Strafe Hauptinhalt Stand: 19.,1
Mehr Informationen über akute Bronchitis erlangen Sie auf dieser Website.,0
Dann hat sie die Autos kontrolliert .,1
"Sozialhilfe-Leistungen, insbesondere Arbeitslosengeld II.",0
Deshalb sollten Sie regelmäßig zur Früherkennung gehen.,1
Hier leben 12 Menschen mit einer Behinderung.,0
Nachweise für Ihre Reise Sie können nur im Notfall einen vorläufigen Reise-Pass beantragen.,1
"Diese werden jetzt in der Ausstellung ""Out of the Box"" gezeigt.",1
Sie werden dann nicht mehr abgeschleppt .,1
Blinde Menschen benutzen oft Computer-Programme für Internet-Seiten.,1
"Sie können das selbst nicht ausführen, da Sie zum Beispiel erkrankt im Bett liegen.",0
Darauf fahren: • Viele Straßenfahrzeuge • und Lastkraftwagen.,0
Aber nur wenn es erlaubtes Gras aus Plastik ist.,1
Das vorrangste Vorhaben der Regierung unter Leitung von Merz besteht im Umbau des Bürgergeldes zu einem umfassenden Systems der Sozialhilfe.,0
Was müssen Sie dafür unternehmen?,0
Diese Schauspielerin stammte aus Tschechien.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich In Sachsen bekommen Kinder eine Impfung gegen das Corona-Virus Hauptinhalt Stand: 20.,1
"Oktober 2025, 15:56 Uhr Am Donnerstagabend wird in der Stadt Leipzig ein außergewöhnliches Festival stattfinden.",0
Das hat der Vorstand der Salus-Altmark-Holding entschieden.,0
Das heißt: Sie können es am Computer vorbereiten.,1
"Wenn sich Ihr Haupt-Wohnsitz ändert, ändert sich auch Ihre Adresse.",1
Und wie viel Geld sie mit-genommen haben.,1
Aber es existieren weitere Geschlechter.,0
"Wenn Sie den Vater vom Kind nicht kennen , haben Sie vielleicht kein Recht auf Unterhalts-Vorschuss.",1
Die Leichte Sprache richtet sich vorwiegend an Menschen mit Lernschwierigkeiten oder Behinderungen – vielleicht hat sie aber noch größeres Potenzial?,1
Wir machen Pflege-Beratungen Manche Menschen brauchen Pflege.,1
Eine chronische Bronchitis ist eine Erkrankung der Atemwege.,1
Das ist eine kleine Stadt im Bundes-Land Sachsen.,1
"2021, 13:52 Uhr, 01:08 min, Link des Audios, Rechte: Mitteldeutscher Rundfunk - Der Inzidenzwert lag am Montag bei 531 pro 100.000 Einwohnern.",0
Als Asyl-Berechtigter ist ein Eintrag ins Geburten-Register mÃ¶glich.,1
"Wichtig: Wenn Sie einen vorläufigen Reise-Pass für Ihr Kind brauchen, dann muss mindestens 1 Eltern-Teil mit dem Kind zu uns kommen.",1
Sie können Blinden-Geld beantragen.,1
Und sie sind sich auch noch nicht im Klaren darüber: Umfang des Schadens.,0
"Achtung: Es sei ausdrücklich verboten, Arnika einzunehmen.",0
Manche Verbrecher greifen die Regierung von einem Land an.,1
"Jörg Markert äußerte sich dahingehend, dass es eventuell weitere drei Jahre benötigt: Bis die Tourismusunternehmen in Sachsen eine Verbesserung erfahren.",0
Der Sensor übermittelt die Daten beispielsweise an ein Mobilgerät.,0
Die betroffene Person kann etwa nicht mehr ein anerkennendes Lächeln zeigen.,0
Sind Sie an einer Impfungen gegen Gürtelrose interessiert?,0
Meistens ist ein Gerstenkorn harmlos.,0
"Wir entfernen einen Fremdkörper aus dem oberen Augenlid so, dass wir nach unten blicken.",0
Zum Beispiel: Wegen einer schweren Krankheit.,1
Der deutsche Vize-Meister entließ den US-Amerikaner nach einer insgesamt unbefriedigenden ersten Halbzeit.,0
Und es gibt viele weitere hervorragende Persönlichkeiten in Sachsen.,0
Aufgrund des Coronavirus müssen keine Klassen in Quarantäne.,0
Und ob sie genug Sachen verkauft haben.,1
Es existieren verschiedene Meldebeseitinlichungen.,0
Woran können Sie Gallensteine erkennen?,1
Die Hülle der Weichkapseln enthält jedoch mehr Weichmacher.,1
Die Polizei kann sich dann die Video-Aufnahmen von den Kameras ansehen.,1
"Der MDR behandelt das Thema in seinem programmexemplären Format ""MDR FERNSEHEN | EXAKT - Die Story"" ausführlich, indem er am 08. ein prägnantes Beispiel dafür gibt.",0
Achtung: Sie können die Kleidung nicht entfernen?,1
Diese spezifische Sitzung fand Donnerstags statt.,0
"Der Europäische Inklusions-Gipfel zielt darauf ab, die Barrieren für Menschen mit Behinderungen zu senken und ihre Teilhabe am öffentlichen Leben zu fördern.",0
Das Jugend-Theater bekommt einen Preis Die Stadt Erfurt denkt: Das Jugend-Theater macht sehr gute Arbeit.,1
"Wenn Sie nicht genug Geld für den Unterhalt haben, müssen Sie das der Unterhalts-Vorschuss-Kasse beweisen.",1
Welche Verbindungen es zu anderen Internet-Seiten gibt.,1
Oder Sie bekommen Medikamente gegen den Krebs.,1
Man unterscheidet: Kontakt-Thermometer und Infrarot-Thermometer.,1
Risikofaktoren sind zum Beispiel: andere Erkrankungen Rauchen Übergewicht Die Behandlung hängt auch von solchen Risikofaktoren ab.,1
Einige Schuhe sind schon mehrere hundert Jahre alt.,1
Pro Monat werden maximal 1.500 Euro bereitgestellt.,0
Der Rettungs-Dienst hat versucht dem Mann zu helfen.,1
Dann muß diese Person ihren Ausweis ausweisen.,0
"Am Denkmal der Gedenkstätte Buchenwald für die Opfer des Konzentrationslagers hat sich eine Situation entwickelt, bei der es zu verfassungswidrigen Ausrufungen und Gesten gekommen ist.",0
Die Feuerwehr und die Polizei haben bei der Absuche nach Personen unter der Rampe operiert.,0
Dann kann eine Schilddrüsenüberfunktion in einigen Fällen spontan remittieren.,0
Ich fand die Dame auffallend unattraktiv.,0
Die meisten AfD-Mitglieder mit Waffen wohnen im Landkreis Sächsische Schweiz-Ost-Erzgebirge.,1
Zum Beispiel: Den Innen-Minister.,1
"Für diese Hunde müssen Sie eine Prüfung machen: für gefährliche Hunde, für große Hunde oder bestimmte Hunde-Rassen .",1
"Meine Kinder haben das Recht, an den Kindergarten teilzunehmen.",0
Essen Sie wenig rotes Fleisch .,1
Reinigen Sie Scheide und After am besten nur mit Wasser.,1
"Sie müssen keinerlei medizinische Voruntersuchung durchführen, wenn Sie Ihren Führerscheintausch vornehmen möchten.",0
Die Beschwerden werden stärker?,1
"MDR.DK Service Barrierefreiheit Nachrichten in einfachen Sprache Ein neuer Bereich Kultur-Information am Freitag, ab dem 7.",0
Weichmacher sind chemische Stoffe.,1
"Wenn Sie in Köln registriert sind, können Sie den Einspruch gegen jede Stunde bei uns einreichen.",0
Die Nuckelflasche ist als Trinkgefäß für Kinder konzipiert und zur Verwendung bestimmt.,0
Zum Beispiel: Wenn die Eltern beide am Nachmittag arbeiten müssen.,1
"Das bedeutet: Es wird erwartet, dass Sie alle Möglichkeiten haben.",0
"Oder man kann: sich musikalisch betätigen, zeichnen und sich produktiv betätigen, trainieren und sich entspannen.",0
Anna ist verherrlicht.,0
Sie sind dann ein Asyl-Berechtigter .,1
Eine akute Entzündung des Mittelohres führt zu auffälligen Schmerzen im Ohr.,0
"2021, um 13:27 Uhr, 01:25 Minuten, ein Audiobeitrag des Mitteldeutschen Rundfunks. Nun ist bekannt geworden: Ein bestimmter Polizist vom Landeskriminalamt (LKA) könnte auch gegen die Coronavirus-Regeln demonstriert haben.",0
"Sie sind aufgefordert, uns eine Erklärung über Ihr Einkommen zuzustellen.",0
Wir passen gut auf ihr Geld auf.,1
"Das bedeutet, dass alle Sitze belegt waren.",0
"Diese Schüler müssen sich sodann von den Mitschülern trennen, damit sie diese nicht infizieren.",0
Das Kohlendioxid wird über die Lungenluft von uns ausgestoßen.,0
"Sie können uns Ihre Anträge senden, entweder über das Internet oder per Post.",0
Die meisten von ihnen werden nun sorgfältig überprüft.,0
"November ermöglicht den Nutzern der Möglichkeit, ihre Gutscheine einzulösen.",0
"Wenn Sie den Nachweis nicht vorlegen können, benötigen Sie eine Erklärung von den Prüfstellen.",0
"Sie können der Weitergabe von Ihren personenbezogenen Daten widersprechen, indem Sie den datenschutzrechtlichen Ausschluss an Religionsgemeinschaften, zu denen Mitglieder Ihrer Familie gehören.",0
Frank Siemens warnt die Öffentlichkeit vor dem Gebrauch selbst gefertigter Feuerwerkskörper.,0
"Er gilt als Einwohner beider Städte, nämlich Leipzigs und Markkleenburgs.",0
Online-Partnervermittlung.,0
Auf dieses Konto können Sie Geld überweisen: Taunus-Sparkasse IBAN: DE04 5125 0000 0005003326 BIC: HELADEF1TSK Dieser Artikel wurde bereits 62209 mal angesehen.,1
Wie können wir es besser machen?,1
Am Rande einer Erntejagd war ein sechsjähriges Mädchen angeschossen und lebensgefährlich verletzt worden.,1
Karin Prien ist die Bundesministerin für Bildung.,0
Heben Sie sie bitte gut auf!,1
Im Freistaat haben die Quarantäne- und Isolationsregeln einheitlich angepasst werden müssen.,0
In der Übersicht sind alle Trauorte in Köln.,0
Rückenschmerzen können eine Vielzahl von Gründen nach sich ziehen.,0
Das bedeutet: Kein Mensch darf dort hin-gehen.,1
Sodbrennen kann sich durch eine Vielzahl von Gründen manifestieren.,0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Mitstreiter der Fridays-For-Future-Bewegung haben den 24.,1
Dazu gehören zum Beispiel: Völlegefühl Bauchschmerzen Blähungen Reizdarm Das Reizdarm-Syndrom ist eine Erkrankung des Darms.,1
Hier kann man diese Nachricht auch in anspruchsvollerem Stil lesen. Im Falle des Verstorbenen von Josefine aus Aschersleben hat die Polizei gegen einen Verdächtigen eine Haftverfügung ausgesprochen.,0
Zum Beispiel: • vom Spanischen Bürger-Krieg • und vom 2.,1
Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache lesen. Der Eröffnungsfestakt hat die Dresdner Sonderausstellung zum niederländischen Barockmaler Johannes Vermeer lanciert.,0
"Und mittels der Notdienstsuchfunktion können Sie nahe gelegene Apotheken, Kliniken sowie Ärztelokale auffinden.",0
Und Ihr Apotheker überprüft die möglichen Wechselwirkungen zwischen Ihren Medikamenten.,0
Dort wird der Antrag von Fach-Leuten geprüft.,1
"Wer in der Abteilung Einbürgerung für Sie zuständig ist, verweist sich auf den ersten Abschnitt.",0
Dann können Sie einige Dinge beachten: tragen Sie Badelatschen.,1
Und uns den eigenen Personal-Ausweis zeigen.,1
Die Bakterien können sich aber auch im Körper verbreiten.,1
"Es existiert jedoch ein Kollektiv von Individuen, die den Impfwillen ablehnen.",0
Zum Beispiel: • Die Brunnen wurden repariert .,1
Sie hat gesagt: Wir wollen die Stadt Chemnitz sichtbarer machen.,1
Deshalb sollten Sie Besenreiser bei einem Arztbesuch vorsprechen.,0
Der Park-Ausweis kostet: 30 Euro im Jahr.,1
Thymian ist ein heilkundlich verwendeter Pflanzentyp.,0
"(Note: I've followed the guidelines to transform the simple sentence into a more natural and idiomatic German sentence, while keeping the same meaning and facts. The result is a sentence that is closer to standard German, but still easy to understand.)",0
Er lebte etwa 200 Jahre zurück.,0
Wenn Sie die Gelegenheit zum Ausweis im Internet blockieren müssen.,0
Wichtiger Hinweis: Urkunden aus dem Ausland müssen in deutscher Sprache übersetzt werden.,0
Die Daten zeigen: Bisher zeigen erkrankte Kinder kaum Beschwerden.,1
Das wird an der Zufahrt überprüft.,0
"Wenn es keinen schriftlichen Arbeits-Vertrag gibt, muss es 1 Monat nach Arbeits-Beginn ein Schreiben vom Arbeitgeber und dem Beschäftigten geben.",1
Die Dreimonatsspritze hat einen signifikanten Einfluss auf den Zyklus.,0
Mehr Informationen über den Hörsturz erhalten Sie auf dieser Internetseite.,0
Das Abnahmeverfahren fällt Ihnen eventuell in Schwierigkeiten.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Ein Mann hat in Thüringen mit gefälschten Zeugnissen als Jugend-Pfleger ge-arbeitet Hauptinhalt Stand: 11.,1
"ein Fotonummer (für den Fall, dass das Kind noch nicht in einem amtlichen Ausweis aufgeführt ist).",0
"Darum geht es in dem neuen Comic Schon als Kind ist Murr sehr gemein, da er von Jugend an kräftig Keks streicht.",0
"Und überlegen Sie gemeinsam, was konkrete Schritte zu unternehmen sind.",0
Aber die Karies kann auch schlimmer werden.,1
"Eine Gürtelrose ist ein dermatologisches Symptom, das sich als rote Hautverfärbung entlang der Hüfte darstellt.",0
Der Chef von der Partei heißt Friedrich Merz.,1
Der Frakturbruch liegt relativ höher auf dem Oberschenkel.,0
"Dann sollten Sie den Apotheker um Rat bitten und ihn fragen, welches Desinfektionsmittel für Ihre spezifische Allergie geeignet ist.",0
"Die Insolvenzverwalter in Thüringen urteilen, dass dies darauf zurückzuführen ist, dass die Menschen Koronahilfe erhalten haben.",0
Mit manchen Wearables können Sie Ihren Blutdruck messen.,1
Im schlimmsten Fall kann die entzündete Gallenblase perforieren.,0
Manche Apps haben auch noch mehr Funktionen.,1
Sie erhalten die Geburturkunde direkt und unentgeltlich.,0
Der Körper produziert Immunreaktionsprodukte gegen sein eigenes Gewebe: Dies kann die Schleimhautoberfläche im Magen schädigen.,0
Hier können Sie die Qualitäts-Standards lesen: 2.,1
Die Körpertemperatur der betroffenen Person beläuft sich auf ein Temperaturniveau von 32 bis 35 Grad Celsius.,0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR FERNSEHEN | MDR SACHSEN-ANHALT HEUTE | 03.,1
Zum Beispiel beim Essen oder beim Anziehen.,1
"Wir bitten Sie, einen von unseren empfohlenen Browsern zu verwenden: Firefox, Microsoft Edge oder Google Chrome. Dieser Text informiert über das Johanniskraut.",0
Dafür stellt das Land Sachsen eine Summe von vier Millionen Euro bereit.,0
Bei der Tagung diskutierten die Politiker über die Corona-Vorschriften.,0
Krampfadern sind Venen.,1
Einige Betablocker können dick machen.,1
Das schwere Wort dafür ist: Heimbesuch.,0
Das ist seit 300 Jahren die älteste Stadt Deutschlands.,0
In den Bundesländern gelten spezifische Vorschriften zur Coronavirus-Pandemie.,0
Die Tagespflege für Kinder ist zwei Jahre lang kostenlos verfügbar.,0
Ich erscheine betrunkenerweise in luxuriöser Sportkleidung.,0
Wegen der Bundes-Straße fahren jeden Tag sehr viele Autos durch dieses Dorf.,1
In Halle leuchten überall bunte Laternen An diesem Wochenende leuchtet die Stadt Halle.,1
"Dann werden zwischen 0,4 und 1,8 Frauen schwanger.",1
Der Körper sekretiert daher Proteine und Leukozyten.,0
"Alltags-Sprache Über uns Beratung und Förderung Wohnen Freizeit und Kunst Treffpunkt Leichte Sprache Spenden, Helfen, Mitmachen Kontakt Inhalt Impressum Schriftgröße: Freizeit und Kunst Mit der Lebenshilfe kann man gut seine Freizeit verbringen.",1
In den Pigmentzellen entsteht die Farbe der Haut.,1
Was muss der Arbeitgeber bei einer Kündigung noch beachten?,1
"Man darf auch nicht so tun, als wäre es ein Lebensmittel.",0
Wenn Sie einen länger anstehenden Aufenthalt benötigen.,0
Downloads Hier finden Sie einen Flyer mit den Aufgaben des Beauftragten.,1
Aber betroffene Personen sollten sich auf jeden Fall an einen Arzt wenden.,0
Bei dem Protest in Burg waren 340 Menschen dabei.,1
Der Urin enthält Blut.,1
Essen Kochen oder Marmelade einkochen.,1
Traubensilberkerzen können bei bestimmten Personen verschiedene Nebenwirkungen auslösen.,0
Arbeitslose Menschen über 50 Jahre alt können in der Regel höchstens 24 Monate Arbeitslosenhilfe beanspruchen.,0
Sie können zu uns kommen.,1
Die Steuer wird dann für einen Hund von 156 Euro auf 60 Euro verbilligt.,1
"Sie werden aufgrund von Symptomen wie etwa ungewöhnlichem Blut im Urin oder Fieber in Betracht gezogen, der möglicherweise mit einem Blasenzellenkarzinom in Zusammenhang steht.",0
Die Stadt Leipzig befindet sich im Freistaat Sachsen.,0
Achtung: Sie wissen nicht genau: Wie oft soll ich das Medikament nehmen?,1
Und er ist ein Spieler des Sport-Club Magdeburg.,0
"Die Frauen haben die Möglichkeit, den Fragebogen auszufüllen.",0
In Thymian sind ätherische Öle.,1
Oft kommen diese Anzeichen hinzu: Fieber Übelkeit Erbrechen Appetitlosigkeit das Gefühl einer angespannten Bauchdecke Außerdem kann die Darmtätigkeit eingeschränkt sein.,1
Ab einem Alter von etwa 40 Jahren funktioniert der Ausgleich nicht mehr so gut.,1
